#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
293002|||||Proof-of-possesion validation failed.|||||No Remediation Provided
293003|||||RDP protocol is not supported for the requested client or resource application.|||||No Remediation Provided
293004|||||The target-device identifier in the request {targetDeviceId} was not found in the tenant {tenantId}.|||||No Remediation Provided
392100|||||Unable to locate a user using the provided user information.|||||No Remediation Provided
392101|||||User has not set up remote sign-in with the Authenticator app.|||||No Remediation Provided
392102|||||The session tracking token has expired.|||||No Remediation Provided
392103|||||The user has not yet addressed the request in the Authenticator app. Continue polling.|||||No Remediation Provided
392104|||||The authorization state is in an unexpected state.|||||No Remediation Provided
392105|||||The 'auth_req_id' provided is invalid.|||||No Remediation Provided
392106|||||The 'client_id' provided does not match the client ID provided to the /bc-authorize endpoint.|||||No Remediation Provided
400051|||||Malformed token received from external Identity Provider.|||||No Remediation Provided
400131|||||Claims Provider Federation disabled.|||||No Remediation Provided
500011|||||The resource principal named {name} was not found in the tenant named {tenant}. This can happen if the application has not been installed by the administrator of the tenant or consented to by any user in the tenant. You might have sent your authentication request to the wrong tenant.|||||Developer error - the app requested access to a resource (application) that isn't installed in your tenant. If you expect the app to be installed, you may need to provide administrator permissions to add it. Check with the developers of the resource and application to understand what the right setup for your tenant is.
500012|||||Resource application name '{name}' is not valid.|||||No Remediation Provided
500013|||||Resource identifier is not provided.|||||No Remediation Provided
500014|||||The service principal for resource '{identifier}' is disabled. This indicate that a subscription within the tenant has lapsed, or that the administrator for this tenant has disabled the application, preventing tokens from being issued for it.|||||No Remediation Provided
500015|||||MSA provisioned resources are not supported in the tenant named {tenant}.|||||No Remediation Provided
500021|||||Access to '{tenant}' tenant is denied.|||||Please contact your IT department.
500022|||||Access to '{tenant}' tenant is denied.|||||Please contact your IT department.
500023|||||'{headerFromCredential}' is not the same as '{headerFromRequest}'.|||||A refresh token was received that was controlled under a different tenant restrictions policy than what was received on the request header. To prevent data leakage and bypass of security controls, the request was blocked. Users will need to sign out and sign back in to reset the tenant restrictions policy in their refresh token. This may not be possible if their device enforces one restriction, but the network they're on enforces another.
500024|||||Conflicting tenant restrictions signals received by the server on the login request. The header indicated '{headerFromRequest}' while the application added a claims request for '{headerFromClaims}'. This can indicate conflicting network and device policies, which Azure AD does not support.|||||No Remediation Provided
500025|||||Conflicting tenant restrictions signals received by the server from a claims request. The header from the Id Token '{headerFromIdToken}' is different than the header from the access token '{headerFromAccessToken}'.|||||No Remediation Provided
500031|||||Cannot find signing certificate configured.|||||No Remediation Provided
500032|||||Cannot find signing certificate/private key to issue a certificate.|||||No Remediation Provided
500061|||||Assertion failed signature validation.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
500062|||||Enveloped Signature Transform cannot be the last transform in the chain. The last transform must compute the digest which Enveloped Signature transform is not capable of.|||||No Remediation Provided
500063|||||The '{type}' input type is not supported for the transform.|||||No Remediation Provided
500064|||||The required attribute Algorithm in the element '{name}' is missing.|||||No Remediation Provided
500065|||||Enveloped Signature Transform does not support the algorithm '{algo}'.|||||No Remediation Provided
500066|||||Cannot resolve the '{uri}' URI in the signature to compute the digest.|||||No Remediation Provided
500067|||||Invalid signature. Cannot create a hash or a keyed hash algorithm using the '{method}' signature method.|||||No Remediation Provided
500068|||||Invalid signature. Cannot create a signature deformatter for the '{method}' signature method.|||||No Remediation Provided
500069|||||The element with ID '{id}' was either unsigned or the signature was invalid.|||||No Remediation Provided
500081|||||SAML assertion validation failed: no supported token signature is provided.|||||No Remediation Provided
500082|||||SAML assertion is not present in the token.|||||No Remediation Provided
500083|||||Unable to verify token signature. No trusted realm was found with identifier '{issuer}'.|||||No Remediation Provided
500084|||||Cannot read SecurityToken. Expected element is ({expectedName}, {expectedNamespace}) the actual element is ({localName}, {actualNamespace}).|||||No Remediation Provided
500085|||||SAML Assertion with MajorVersion '{actualMajor}' and MinorVersion '{actualMinor}' is not supported. The supported version is MajorVersion '{major}' and MinorVersion '{minor}'.|||||No Remediation Provided
500086|||||SAML Assertion AssertionId '{id}' is not a valid xsd:ID value.|||||No Remediation Provided
500087|||||SAML Assertion does not have any SAML Statement elements. SAML Assertion must have at least one SAML Statement element.|||||No Remediation Provided
500088|||||SAML Assertion is missing the required '{name}' Attribute.|||||No Remediation Provided
500089|||||SAML 2.0 assertion validation failed: {details}|||||No Remediation Provided
500101|||||Audience URI validation failed. No token audiences were found.|||||No Remediation Provided
500102|||||Audience URI validation failed. No allowed audiences are configured.|||||No Remediation Provided
500103|||||Validation of Audience URI(s) {uri} failed. No match was found with allowed audience(s) {audience}.|||||No Remediation Provided
500111|||||The reply uri specified in the request has an invalid scheme.|||||No Remediation Provided
500112|||||The reply address '{actual}' does not match the reply address '{provided}' provided when requesting Authorization code.|||||No Remediation Provided
500113|||||No reply address is registered for the application{idPhrase}.|||||No Remediation Provided
500114|||||Protocol not specified for reply address validation.|||||No Remediation Provided
500115|||||The reply uri specified in the request is missing or not a valid URL.|||||No Remediation Provided
500116|||||The reply uri specified in the request is not a valid URL. Allowed schemes: '{schemes}'.|||||No Remediation Provided
500117|||||The reply uri specified in the request isn't using a secure scheme.|||||No Remediation Provided
500118|||||The reply uri specified in the request failed validation. The reply uri host must match one of the registered DNS host names '{host}' for site with ID '{id}'.|||||No Remediation Provided
500119|||||Redirect URIs with urn: schemes are prohibited. Use a different scheme, or https://login.microsoftonline.com/common/oauth2/nativeclient|||||No Remediation Provided
500121|||||Authentication failed during strong authentication request.|||||The user didn't complete the MFA prompt. They may have decided not to authenticate, timed out while doing other work, or has an issue with their authentication setup.
500122|||||SWT assertion failed signature validation. Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
500123|||||SWT assertion failed signature validation. Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
500124|||||No device secret is provisioned in the store.|||||No Remediation Provided
500125|||||Invalid device secret is provided.|||||No Remediation Provided
500126|||||External ID token from issuer '{issuer}' failed signature verification. KeyID of token is '{identifier}'.|||||No Remediation Provided
500127|||||No authenticated credentials found in request.|||||No Remediation Provided
500128|||||No session key found.|||||No Remediation Provided
500129|||||No NGC transport key found.|||||No Remediation Provided
500131|||||Assertion audience does not match the Client app presenting the assertion. The audience in the assertion was '{tokenAudience}' and the expected audience is '{expectedAudience}' or one of the Application Uris of this application with App ID '{appId}'({appName}). The downstream client must request a token for the expected audience (the application that made the OBO request) and this application should use that token as the assertion.|||||Assertion is invalid because of various reasons:      - The token issuer doesn't match the api version within its valid time range      - Expired      - Malformed      - Refresh token in the assertion is not a primary refresh token
500132|||||Assertion is malformed and cannot be read.|||||Assertion is invalid because of various reasons:      - The token issuer doesn't match the api version within its valid time range      - Expired      - Malformed      - Refresh token in the assertion is not a primary refresh token
500133|||||Assertion is not within its valid time range. Ensure that the access token is not expired before using it for user assertion, or request a new token. Current time: {curTime}, expiry time of assertion {expTime}.|||||Assertion is invalid because of various reasons:      - The token issuer doesn't match the api version within its valid time range      - Expired      - Malformed      - Refresh token in the assertion is not a primary refresh token
500135|||||Authentication code is missing in the assertion.|||||No Remediation Provided
500136|||||The token issuer doesn't match the api version: A version 2 token can only be used with the v2 endpoint.|||||No Remediation Provided
500137|||||The token issuer doesn't match the api version: A version 1 token cannot be used with the v2 endpoint.|||||No Remediation Provided
500138|||||No Refresh Token claim provided in the assertion.|||||No Remediation Provided
500139|||||Refresh token in the assertion is not a primary refresh token.|||||No Remediation Provided
500171|||||Certificate has been revoked.|||||No Remediation Provided
500172|||||Certificate '{name}' issued by '{issuer}' is not valid. Current time: '{curTime}'. Certificate NotBefore: '{startTime}'. Certificate NotAfter: '{endTime}'.|||||No Remediation Provided
500173|||||Unable to download CRL. Invalid status code {code} from CRL distribution point.|||||No Remediation Provided
500174|||||Unable to construct valid CRL from response.|||||No Remediation Provided
500175|||||Unable to find expected CrlSegment.|||||No Remediation Provided
500176|||||Cannot find issuing certificate in trusted certificates list.|||||No Remediation Provided
500177|||||Delta CRL distribution point is configured without a corresponding CRL distribution point.|||||No Remediation Provided
500178|||||Unable to retrieve valid CRL segments for {type}. Please try again later.|||||No Remediation Provided
500179|||||CRL validation timed out. Please try again later.|||||No Remediation Provided
500180|||||No TLS certificate was provided.|||||No Remediation Provided
500181|||||The TLS certificate provided does not match the certificate in the assertion.|||||No Remediation Provided
500182|||||The issuing certificate authority failed to validate because it is missing the required subject key identifier extension.|||||No Remediation Provided
500183|||||Certificate has been revoked.|||||No Remediation Provided
500200|||||User account '{email}' is a consumer account. Consumer guest accounts cannot sign in using the /common authority of the v1 endpoint - the app must specify which tenant authority to sign the user into.|||||No Remediation Provided
500201|||||We are unable to issue tokens from this API version for a Microsoft account. Please contact the application vendor as they need to use version 2.0 of the protocol to support this.|||||No Remediation Provided
500202|||||User account '{email}' from external identity provider '{idp}' is not supported for API version '{version}'. Microsoft account pass-thru users and guests are not supported by the tenant-independent endpoint.|||||No Remediation Provided
500204|||||Microsoft account '{email}' can’t be used to log in to application {appName}. Please get this user invited to {tenant} directory or sign out and sign in again with a Work or School account.|||||No Remediation Provided
500205|||||A consumer (B2C) account can't be used to log into non consumer applications.|||||No Remediation Provided
500212|||||The user's administrator has set an outbound access policy that does not allow access to the resource tenant.|||||The user's administrator must update their cross-tenant access policy to allow access to the resource tenant.
500213|||||The resource tenant's cross-tenant access policy does not allow this user to access this tenant.|||||This block occurred due to the resource tenant's cross-tenant access policy. Contact that tenant's administrator to ensure that these users are allowed access.
500241|||||The reader is not positioned on an EncryptedKey element that can be read.|||||No Remediation Provided
500242|||||A ReferenceList must contain at least one reference, none were found.|||||No Remediation Provided
500243|||||The reader is not positioned on a KeyReference. XmlEnc specifies that once a KeyReference is found only a KeyReference must exist.|||||No Remediation Provided
500244|||||The reader is not positioned on a DataReference. XmlEnc specifies that once a DataReference is found only a DataReference must exist.|||||No Remediation Provided
500245|||||The key identifier must be set before writing the encrypted data element.|||||No Remediation Provided
500246|||||The reader is not positioned on an EncryptedData element that can be read.|||||No Remediation Provided
500247|||||No CipherData present in EncryptedData element.|||||No Remediation Provided
500248|||||The reader is not positioned on a CipherData element that can be read.|||||No Remediation Provided
500251|||||The issuer name cannot be {name}.|||||No Remediation Provided
500252|||||The issuer name is too long, maximum length is {length}.|||||No Remediation Provided
500271|||||ID Token doesn't contain nonce claim.|||||No Remediation Provided
500272|||||ID Token doesn't contain sub claim.|||||No Remediation Provided
500273|||||Invalid JWT token. Subject identifier mismatch.|||||No Remediation Provided
500274|||||ID Token doesn't contain expected claim: {claim}.|||||No Remediation Provided
500275|||||Duplicated claim found in ID Token claims.|||||No Remediation Provided
500276|||||Token presented by external Identity Provider has failed signature validation.|||||No Remediation Provided
500277|||||External ID Token has unexpected issuer: {issuer}.|||||No Remediation Provided
500278|||||External ID Token issued to unexpected audience: {audience}.|||||No Remediation Provided
500279|||||External ID Token is not within its valid time range. Current time: {curTime}, expiry time of assertion {expTime}.|||||No Remediation Provided
500301|||||The audience {audience} in assertion is not included in forwardableOnBehalfOfOriginsAcceptedAudiencesList for PFT OBO flow.|||||The application owner must update their app registration to indicate that this is an expected audience.
500302|||||The client id {appId} in subassertion (actor token) is not included in forwardableOnBehalfOfOriginsAcceptedPrecedingAppsList for PFT OBO flow.|||||The app owner must update the app registration to include the appid as an expected sender of PFTs.
500303|||||The Audience {audience} in Jwt Subassertion does not match the client.|||||No Remediation Provided
500331|||||An error occurred while attempting to create a certificate from bytes.|||||No Remediation Provided
500341|||||The user account {identifier} has been deleted from the {tenant} directory. To sign into this application, the account must be added to the directory.|||||To sign into this application, the account must be added to the directory. If the user account is deleted from the tenant, see these docs to restore the user: https://docs.microsoft.com/azure/active-directory/fundamentals/active-directory-users-restore
500342|||||User account is not configured for remote NGC.|||||No Remediation Provided
500343|||||Could not create remote sign-in session.|||||No Remediation Provided
500344|||||User Account is not found for Fido Sign in flow.|||||No Remediation Provided
500346|||||E-Mail OTP user cannot sign in with local password.|||||No Remediation Provided
500501|||||Invalid value for '{apiVersion}'.|||||No Remediation Provided
500502|||||Expected exactly one of '{issuer}' and '{authEndpoint}'.|||||No Remediation Provided
500531|||||The sign-in was blocked because it came from an IP blocked for legal reasons.|||||The sign-in was blocked because it came from an IP blocked for legal reasons.
500571|||||The guest user account is disabled.|||||The guest user object in Active Directory backing this account has been disabled. An admin can re-enable this account through Powershell: https://docs.microsoft.com/powershell/module/addsadministration/enable-adaccount?view=win10-ps
500581|||||Rendering JavaScript. Fetching sessions for single-sign-on on V2 with prompt=none requires javascript to verify if any MSA accounts are signed in.|||||Intermediate step during SSO, and does not represent an error
500582|||||Microsoft Account session_id with prompt=none not supported on AAD tenant.|||||No Remediation Provided
500583|||||Storage Access required.|||||No Remediation Provided
500761|||||Due to a configuration change made by your administrator, or because you moved to a new location, the service principal '{servicePrincipal}' must use a certificate for authentication to access '{resource}'.|||||Service principal needs to perform multi-factor authentication by using certificate.
500881|||||Limit on telecom MFA calls reached. Please retry with PhoneAppNotification or try again in a few minutes.|||||No Remediation Provided
500882|||||Limit on telecom MFA calls reached. Please retry with PhoneAppCode or try again in a few minutes.|||||No Remediation Provided
500981|||||Malformed JWT token.|||||No Remediation Provided
500982|||||Unexpected field '{field}' in JWT header.|||||No Remediation Provided
500983|||||JWT header must contain '{field}'.|||||No Remediation Provided
500984|||||Unsupported signing algorithm.|||||No Remediation Provided
500985|||||Unexpected JWT token header type.|||||No Remediation Provided
500986|||||Unexpected field '{field}' in JWT body.|||||No Remediation Provided
500991|||||Unexpected AuthToken audience. Expected token audience: '{expected}', Actual token audience: '{actual}'.|||||No Remediation Provided
500992|||||Public Key Authentication assertion signature is invalid.|||||No Remediation Provided
501051|||||Application '{appId}'({appName}) is not assigned to a role for the application '{resourceId}'({resourceName}).|||||No Remediation Provided
501111|||||JWT tokens are not supported by FederatedAppsClaimsTransformer.|||||No Remediation Provided
501201|||||Unexpected claim(s) in JWT: {claims}.|||||No Remediation Provided
501202|||||Unexpected grant type in JWT.|||||No Remediation Provided
501203|||||Nonce is required in JWT.|||||No Remediation Provided
501204|||||Malformed JWT.|||||No Remediation Provided
501205|||||Unexpected field '{name}' in JWT header.|||||No Remediation Provided
501206|||||JWT header must contain '{name}'.|||||No Remediation Provided
501207|||||Unsupported algorithm.|||||No Remediation Provided
501208|||||Unexpected JWT token type.|||||No Remediation Provided
501209|||||JWT signature is invalid.|||||No Remediation Provided
501210|||||Assertion is null or empty.|||||No Remediation Provided
501241|||||Mandatory Input '{paramName}' missing from transformation id '{transformId}'.|||||No Remediation Provided
501242|||||ClaimsTransformations with ID '{identifier}' contains an unsupported InputClaim.Source '{source}'.|||||No Remediation Provided
501271|||||Broker app needs to be installed for device authentication to succeed.|||||No Remediation Provided
501291|||||Client app is a Mam app, device is not registered and request is sent using a broker. Work place join needs to be done to register the device before the app can be accessed.|||||No Remediation Provided
501292|||||Client application cannot satisfy app protection requirement. If it's a first party app, then it's not whitelisted to be used with app protection policies, otherwise, the app has not advertised as app-compliant capable, or the authentication library used does not support app protection policies.|||||No Remediation Provided
501311|||||Browser not supported.|||||No Remediation Provided
501312|||||Device used during the authentication is not registered for the account.|||||No Remediation Provided
501313|||||Your device is required to be managed to access this resource.|||||No Remediation Provided
501314|||||Silent interrupt required to recognize browser capabilities. Used to differentiate between Safari running in iPadOS or Mac.|||||No action required, this is expected as part of determining device identities due to application or conditional access requirements.
501431|||||Session is invalid due to different resource.|||||No Remediation Provided
501461|||||AcceptMappedClaims is only supported for a token audience matching the application GUID or an audience within the tenant's verified domains. Either change the resource identifier, or use an application-specific signing key.|||||No Remediation Provided
501471|||||Missing code_challenge parameter.|||||No Remediation Provided
501481|||||The Code_Verifier does not match the code_challenge supplied in the authorization request.|||||No Remediation Provided
501482|||||The Code_Verifier length is less than invalid.|||||No Remediation Provided
501491|||||Invalid size of Code_Challenge parameter.|||||No Remediation Provided
501571|||||User routing cookie missing.|||||No Remediation Provided
501591|||||Missing claim requested to external provider.|||||No Remediation Provided
501592|||||idToken doesn't contain expected claim: '{claim}'.|||||No Remediation Provided
501593|||||Value of {type} claim in idToken: {value} doesn't match expected values: {expected}|||||No Remediation Provided
501621|||||Regular expression replacement for claims transformation has timed out. This indicates a too complex regular expression may have been configured for this application. A retry of the request may succeed. Otherwise, please contact your admin to fix the configuration.|||||No Remediation Provided
501631|||||Regular expression replacement for claims transformation results in too many replacements in the input sourceClaim. Please contact your admin to fix the configuration.|||||No Remediation Provided
501632|||||Regular expression replacement for claims transformation has too many substitution parameters in the replacement input parameter. Please contact your admin to fix the configuration.|||||No Remediation Provided
501661|||||Request to External OIDC endpoint failed.|||||No Remediation Provided
501791|||||Client_info is only supported for MSAL/ADAL, please ensure that MSAL/ADAL custom headers are being sent.|||||No Remediation Provided
501811|||||No otp for the given tenant/user.|||||No Remediation Provided
501831|||||Cannot generate more one time passcode due to cache exception.|||||No Remediation Provided
501941|||||Resource '{resourceId}'({resourceName}) is not configured as a multi-tenant application. Usage of the /common endpoint is not supported for such applications created after '{time}'. Use a tenant-specific endpoint or configure the application to be multi-tenant.|||||No Remediation Provided
510001|||||Cannot meet the requirements stated in the request.|||||No Remediation Provided
530001|||||Browser not supported.|||||The user is using a browser that does not support device identification so the device state is unknown. Access to the resource requires a compliant device. To see a list of browsers that support device identification, see https://docs.microsoft.com/azure/active-directory/conditional-access/technical-reference#supported-browsers
530002|||||Your device is required to be compliant to access this resource.|||||The requested resource can only be accessed using a compliant device. The user is using a device already managed by a Mobile-Device-Management (MDM) agent like Intune, but it's not being reported as compliant yet. The user could check with your MDM provider on how to become compliant. More details available at https://docs.microsoft.com/azure/active-directory/active-directory-conditional-access-device-remediation
530003|||||Your device is required to be managed to access this resource.|||||The requested resource can only be accessed using a compliant device. The user is either using a device not managed by a Mobile-Device-Management (MDM) agent like Intune, or it's using an application that doesn't support device authentication. The user could enroll their devices with an approved MDM provider, or use a different app to sign in, or find the app vendor and ask them to update their app. More details available at https://docs.microsoft.com/azure/active-directory/active-directory-conditional-access-device-remediation
530004|||||AcceptCompliantDevice setting isn't configured for this organization. The admin needs to configure this setting to allow external users access to protected resources.|||||AcceptCompliantDevice setting isn't configured for this organization. The admin needs to configure this setting to allow external users access to protected resources.
530011|||||Browser not supported.|||||The user is using a browser that does not support device identification so the device state is unknown. Access to the resource requires a Hybrid Azure AD joined device. To see a list of browsers that support device identification, see https://docs.microsoft.com/azure/active-directory/conditional-access/technical-reference#supported-browsers
530021|||||Application does not meet the conditional access approved app requirements.|||||Application used is not an approved application for conditional access. User needs to use one of the apps from the list of approved applications to use in order to get access. To see a list of approved apps, see https://docs.microsoft.com/azure/active-directory/conditional-access/technical-reference#approved-client-app-requirement
530022|||||Browser not supported.|||||Application used is not an approved application for conditional access. User needs to use one of the apps from the list of approved applications to use in order to get access. To see a list of approved apps, see https://docs.microsoft.com/azure/active-directory/conditional-access/technical-reference#approved-client-app-requirement
530031|||||Access policy does not allow token issuance.|||||A classic conditional access policy, or a policy from Azure AD Identity Protection, prevented this resource from being accessed. View the Conditional Access information for this request in the sign-in logs for more details about the policy applied here.
530032|||||User blocked due to risk on home tenant.|||||If this user is risky in your tenant, learn more here: aka.ms/unblockrisk. If this is a guest user, learn more here: aka.ms/riskyguestuser.
530033|||||Remote device flow blocked due to device based conditional access.|||||This request is authorizing a remote device, and there is a conditional access policy that requires device authentication. The request is blocked because we cannot assert the properties of the remote device. View the Conditional Access information for this request in the sign-in logs for more details about the policy applied here.
530034|||||A delegated administrator was blocked from accessing the tenant due to account risk.|||||Azure AD blocked delegated administrator access due to account risk in their home tenant.
530081|||||Managed browser or Microsoft Edge is required for device registration to succeed.|||||No Remediation Provided
530082|||||Workplace join is required to register the device.|||||User is required to add their work account to the device. To learn more, see https://docs.microsoft.com/azure/active-directory/active-directory-conditional-access-device-remediation
600071|||||An error occurred while attempting to create a certificate from bytes.|||||No Remediation Provided
650011|||||The user or administrator has not consented to use the application with ID '{identifier}'{namePhrase}. Send an interactive authorization request for this user and resource. Alternatively, the Application URI {uri} for the App:'{appId}'{name} in the tenant '{tenant}' might be in conflict with the Application URI for the multitenant app '{conflict}'. Update the registered Application URI to something else to avoid the conflict.|||||No Remediation Provided
650041|||||User terminated the request.|||||No Remediation Provided
650051|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
650052|||||The app needs access to a service ('{name}') that your organization '{organization}' has not subscribed to or enabled. Contact your IT Admin to review the configuration of your service subscriptions.|||||Contact your IT Admin to review the configuration of your service subscriptions.
650053|||||The application '{name}' asked for scope '{scope}' that doesn't exist on the resource '{resource}'. Contact the app vendor.|||||No Remediation Provided
650054|||||The application '{name}' asked for permissions to access a resource that has been removed or is no longer available. Contact the app vendor.|||||No Remediation Provided
650055|||||The application '{name}' required resource access list does not contain applications discoverable by '{resource}'.|||||No Remediation Provided
650056|||||Misconfigured application. This could be due to one of the following: the client has not listed any permissions for '{name}' in the requested permissions in the client's application registration. Or, the admin has not consented in the tenant. Or, check the application identifier in the request to ensure it matches the configured client application identifier. Or, check the certificate in the request to ensure it's valid. Please contact your admin to fix the configuration or consent on behalf of the tenant. Client app ID: {id}.|||||Please contact your admin to fix the configuration or consent on behalf of the tenant.
650057|||||Invalid resource. The client has requested access to a resource which is not listed in the requested permissions in the client's application registration. Client app ID: {appId}({appName}). Resource value from request: {resource}. Resource app ID: {resourceAppId}. List of valid resources from app registration: {regList}.|||||No Remediation Provided
650058|||||The app needs access to a service that your organization has not subscribed to or enabled. Contact your IT Admin to review the configuration of your service subscriptions.|||||No Remediation Provided
650061|||||Requested permission ID: '{permissionId}' in the resource access for client '{clientId}' has an invalid type. Please followup with the owner of Resource '{resourceId}' to fix the resource entitlement configuration.|||||No Remediation Provided
699981|||||OfficeS2S delegation service endpoints are not supported for calling application '{appId}'({appName}).|||||No Remediation Provided
700001|||||Application: {samlAudience} needs to opt-in for 'aio' optional claim for On Behalf Of flow to work with SAML tokens issued to this application|||||Invalid grant due to the following reasons:      - Requested SAML 2.0 assertion has invalid Subject Confirmation Method      - Application On-Behalf-Of flow is not supported on V2      - Primary refresh token is not signed with session key      - Invalid external refresh token      - The access grant was obtained for a different tenant
700002|||||SAML 1.1 Bearer assertion must be a valid Base64 encoded value.|||||No Remediation Provided
700003|||||Device object was not found in the tenant '{tenantName}' directory.|||||Invalid grant due to the following reasons:      - Requested SAML 2.0 assertion has invalid Subject Confirmation Method      - Application On-Behalf-Of flow is not supported on V2      - Primary refresh token is not signed with session key      - Invalid external refresh token      - The access grant was obtained for a different tenant
700004|||||onpremobjectguid '{objGuid}' attribute in the presented grant is malformed.|||||Invalid grant due to the following reasons:      - Requested SAML 2.0 assertion has invalid Subject Confirmation Method      - Application On-Behalf-Of flow is not supported on V2      - Primary refresh token is not signed with session key      - Invalid external refresh token      - The access grant was obtained for a different tenant
700005|||||Provided Authorization Code is intended to use against other tenant, thus rejected.|||||OAuth2 Authorization Code must be redeemed against same tenant it was acquired for.
700006|||||The Audience: {audience} of the token is NOT an absolute Uri|||||No Remediation Provided
700007|||||The grant was issued for a different client id.|||||No Remediation Provided
700008|||||Social IDP users are not expected to have home tenant.|||||No Remediation Provided
700009|||||Reply address must be provided when presenting an authorization code requested with an explicit reply address.|||||No Remediation Provided
700011|||||Application with identifier {appIdentifier} was not found in the directory.|||||A client application requested a token from your tenant, but the client app doesn't exist in your tenant, so the call failed.
700012|||||Missing Authorization header with bearer token. Client was not authenticated.|||||No Remediation Provided
700013|||||Client is not authorized to request managed browser purpose token.|||||No Remediation Provided
700014|||||Mobile Edge app needs to provide an enrollment id in order to acquire a purpose token that can satisfy the compliant app requirement.|||||No Remediation Provided
700016|||||Application with identifier '{appIdentifier}' was not found in the directory '{tenantName}'. This can happen if the application has not been installed by the administrator of the tenant or consented to by any user in the tenant. You may have sent your authentication request to the wrong tenant.|||||The application named X was not found in the tenant named Y. This can happen if the application with identifier X has not been installed by the administrator of the tenant or consented to by any user in the tenant. You might have misconfigured the Identifier value for the application or sent your authentication request to the wrong tenant
700017|||||{resourceConstant} '{resourceIdentifier}' is not supported as resource.|||||No Remediation Provided
700018|||||{resourceConstant} '{resourceIdentifier}' is not supported as resource.|||||No Remediation Provided
700019|||||Application ID {identifier} cannot be used or is not authorized.|||||No Remediation Provided
700020|||||Application ID {identifier} is a reserverd identifier and should be removed on the application: {applicationId}.|||||No Remediation Provided
700021|||||Client assertion application identifier doesn't match 'client_id' parameter. Review the documentation at https://docs.microsoft.com/azure/active-directory/develop/active-directory-certificate-credentials .|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
700022|||||No Subject claim provided in the assertion. Review the documentation at https://docs.microsoft.com/azure/active-directory/develop/active-directory-certificate-credentials .|||||No Remediation Provided
700023|||||Client assertion audience claim does not match Realm issuer. Review the documentation at https://docs.microsoft.com/azure/active-directory/develop/active-directory-certificate-credentials .|||||No Remediation Provided
700024|||||Client assertion is not within its valid time range. Current time: {curTime}, expiry time of assertion {expTime}. Review the documentation at https://docs.microsoft.com/azure/active-directory/develop/active-directory-certificate-credentials .|||||The app used an expired client assertion. It needs to be updated in the Azure Portal to generate a new client secret or certificate.
700025|||||Client is public so neither 'client_assertion' nor 'client_secret' should be presented.|||||No Remediation Provided
700026|||||Client application has no configured keys.|||||No Remediation Provided
700027|||||Client assertion failed signature validation.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
700028|||||Certificate with thumbprint {thumbprint} is not authorized.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
700029|||||Invalid signing certificate.|||||No Remediation Provided
700030|||||Invalid certificate - subject name in certificate is not authorized. SubjectNames/SubjectAlternativeNames (up to 10) in token certificate are: {certificateSubjects}.|||||No Remediation Provided
700031|||||Invalid certificate - SubjectName or SubjectAlternativeName is missing|||||No Remediation Provided
700032|||||Invalid certificate - Trusted Certificate Subjects for application are missing|||||No Remediation Provided
700033|||||Client assertion should declare both custom_claims and xms_actor_token claims when overriding managed resource ID.|||||No Remediation Provided
700034|||||Client assertion contains an invalid xms_actor_token claim.|||||No Remediation Provided
700035|||||Client assertion contains custom_claims in the incorrect format.|||||No Remediation Provided
700036|||||Client is not authorized to override managed identity claim in the token.|||||No Remediation Provided
700037|||||Client assertion must declare x5c header when overriding managed resource ID.|||||No Remediation Provided
700038|||||00000000-0000-0000-0000-000000000000 is not a valid application identifier.|||||No Remediation Provided
700039|||||00000000-0000-0000-0000-000000000000 is not a valid resource identifier|||||No Remediation Provided
700040|||||Managed Resource ID '{inputManagedResourceId}' is not a valid resource identifier.|||||No Remediation Provided
700041|||||Post-logout redirect uri is not in approved list. Requested post-logout url: {url}.|||||No Remediation Provided
700042|||||The reply address does not match the reply addresses configured for the application.|||||No Remediation Provided
700043|||||The redirect address '{address}' does not match the redirect addresses configured for service identity '{serviceId}'.|||||No Remediation Provided
700044|||||The redirect address '{address}' corresponding to this authorization code does not match the redirect address '{requestAddress}' specified in the request.|||||No Remediation Provided
700045|||||Redirect address '{address}' specified by the client does not match any configured addresses '{configuredAddress}' or any addresses on the OIDC approve list.|||||No Remediation Provided
700046|||||Invalid Reply Address. Reply Address must have scheme brk-{brkApplicationId}:// and be of Single Page Application type.|||||No Remediation Provided
700047|||||Invalid Reply Address. Broker must use Single-Page Application Reply Address.|||||No Remediation Provided
700048|||||Client assertion contains an invalid xms_actor_token claim. The audience of the claim is not correctly set.|||||No Remediation Provided
700049|||||Claim override is only allowed for User Assigned Managed Service Identities. Make sure the caller app is a Managed Identity, and the override is being done for a User Assigned identity.|||||No Remediation Provided
700050|||||Actor token is not within its valid time range. Current time: {curTime}, expiry time of actor token {expTime}.|||||No Remediation Provided
